sigla,nombre,creditos,busqueda
IHO0007,Temas de Historia de Asia Oriental,10,temas de historia de asia oriental
IHS170A,Seminario Historia Universal,8,seminario historia universal
IHS170B,Seminario Historia Universal (IHS170B),8,seminario historia universal (ihs170b)
IHS171A,Seminario Historia Universal (IHS171A),8,seminario historia universal (ihs171a)
IHS171B,Seminario Historia Universal (IHS171B),8,seminario historia universal (ihs171b)
IHS172A,Seminario Historia Universal (IHS172A),8,seminario historia universal (ihs172a)
IHS172B,Seminario Historia Universal (IHS172B),8,seminario historia universal (ihs172b)
IHS173A,Seminario Historia Universal (IHS173A),8,seminario historia universal (ihs173a)
IHS173B,Seminario Historia Universal (IHS173B),8,seminario historia universal (ihs173b)
IHS174A,Seminario Historia Universal (IHS174A),8,seminario historia universal (ihs174a)
IHS174B,Seminario Historia Universal (IHS174B),8,seminario historia universal (ihs174b)
IHS175A,Seminario Historia Universal (IHS175A),8,seminario historia universal (ihs175a)
IHS175B,Seminario Historia Universal (IHS175B),8,seminario historia universal (ihs175b)
IHS180A,Seminario Historia de Chile,8,seminario historia de chile
IHS180B,Seminario Historia de Chile (IHS180B),8,seminario historia de chile (ihs180b)
IHS181A,Seminario Historia de Chile (IHS181A),8,seminario historia de chile (ihs181a)
IHS181B,Seminario Historia de Chile (IHS181B),8,seminario historia de chile (ihs181b)
IHS182A,Seminario Historia de Chile (IHS182A),8,seminario historia de chile (ihs182a)
IHS182B,Seminario Historia de Chile (IHS182B),8,seminario historia de chile (ihs182b)
IHS183A,Seminario Historia de Chile (IHS183A),8,seminario historia de chile (ihs183a)
IHS183B,Seminario Historia de Chile (IHS183B),8,seminario historia de chile (ihs183b)
IHS184A,Seminario Historia de Chile (IHS184A),8,seminario historia de chile (ihs184a)
IHS184B,Seminario Historia de Chile (IHS184B),8,seminario historia de chile (ihs184b)
IHS185A,Seminario Historia de Chile (IHS185A),8,seminario historia de chile (ihs185a)
IHS185B,Seminario Historia de Chile (IHS185B),8,seminario historia de chile (ihs185b)
IHS186A,Seminario Historia de América,8,seminario historia de america
IHS186B,Seminario Historia de América (IHS186B),8,seminario historia de america (ihs186b)
IHS187A,Seminario Historia de América (IHS187A),8,seminario historia de america (ihs187a)
IHS187B,Seminario Historia de América (IHS187B),8,seminario historia de america (ihs187b)
IHS188A,Seminario Historia de Chile (IHS188A),8,seminario historia de chile (ihs188a)
IHS188B,Seminario Historia de Chile (IHS188B),8,seminario historia de chile (ihs188b)
IHS189A,Seminario de Historia de Chile,8,seminario de historia de chile
IHS189B,Seminario Historia de Chile (IHS189B),8,seminario historia de chile (ihs189b)
IHS190A,Seminario de Historia de Chile (IHS190A),8,seminario de historia de chile (ihs190a)
IHS190B,Seminario Historia de Chile (IHS190B),8,seminario historia de chile (ihs190b)
IHS191A,Seminario de Historia de Chile (IHS191A),8,seminario de historia de chile (ihs191a)
IHS191B,Seminario Historia de Chile (IHS191B),8,seminario historia de chile (ihs191b)
IHS192A,Seminario Historia de América (IHS192A),8,seminario historia de america (ihs192a)
IHS192B,Seminario Historia de América (IHS192B),8,seminario historia de america (ihs192b)
IHS193A,Seminario: Historia de América (1ñ Parte),8,seminario: historia de america (1n parte)
IHS193B,Seminario: Historia de América (2ñ Parte),8,seminario: historia de america (2n parte)
IHS300A,Seminario (IHS300A),10,seminario (ihs300a)
IHS300B,Seminario (IHS300B),10,seminario (ihs300b)
IHS301A,Seminario (IHS301A),10,seminario (ihs301a)
IHS301B,Seminario (IHS301B),10,seminario (ihs301b)
IHS302A,Seminario (IHS302A),10,seminario (ihs302a)
IHS302B,Seminario (IHS302B),10,seminario (ihs302b)
IHS303A,Seminario (IHS303A),10,seminario (ihs303a)
IHS303B,Seminario (IHS303B),10,seminario (ihs303b)
IHS304A,Seminario (IHS304A),10,seminario (ihs304a)
IHS304B,Seminario (IHS304B),10,seminario (ihs304b)
IHS305A,Seminario (IHS305A),10,seminario (ihs305a)
IHS305B,Seminario (IHS305B),10,seminario (ihs305b)
IHS306A,Seminario (IHS306A),10,seminario (ihs306a)
IHS306B,Seminario (IHS306B),10,seminario (ihs306b)
IHS307A,Seminario (IHS307A),10,seminario (ihs307a)
IHS307B,Seminario (IHS307B),10,seminario (ihs307b)
IHS308A,Seminario (IHS308A),10,seminario (ihs308a)
IHS308B,Seminario (IHS308B),10,seminario (ihs308b)
IHS309A,Seminario (IHS309A),10,seminario (ihs309a)
IHS309B,Seminario (IHS309B),10,seminario (ihs309b)
IHS310A,Seminario (IHS310A),10,seminario (ihs310a)
IHS310B,Seminario (IHS310B),10,seminario (ihs310b)
IHT0104,Temas de Chile y América Siglos Xvi-Xviii,10,temas de chile y america siglos xvi-xviii
IHT0105,Temas de Chile y América Siglo XIX,10,temas de chile y america siglo xix
IHT0106,Temas de Chile y América Siglo XX,10,temas de chile y america siglo xx
IHT0107,Temas de Historia Antigua,10,temas de historia antigua
IHT0108,Temas de Historia Contemporánea (IHT0108),10,temas de historia contemporanea (iht0108)
IHT1010,Tesis Primera Parte,30,tesis primera parte
IHT1020,Tesis Segunda Parte,30,tesis segunda parte
IHV0053,Historia Contemporánea,10,historia contemporanea
IHV0100,Historia de América y Chile Siglos Xv y XVI,10,historia de america y chile siglos xv y xvi
IHV0101,Historia de América y Chile Siglos XVII y XVIII,10,historia de america y chile siglos xvii y xviii
IHV0102,Historia de América y Chile Siglo XIX,10,historia de america y chile siglo xix
IHV0103,Historia de América y Chile Siglo XX,10,historia de america y chile siglo xx
IIC0020,Investigación o Proyecto (IIC0020),20,investigacion o proyecto (iic0020)
IIC1001,Algoritmos y Sistemas Computacionales,5,algoritmos y sistemas computacionales
IIC1005,Computación: Ciencia y Tecnología del Mundo Digital,10,computacion: ciencia y tecnologia del mundo digital
IIC100B,Pensamiento Computacional y Habilidades Digitales,5,pensamiento computacional y habilidades digitales
IIC100G,En Busqueda del Bienestar: ñQue nos Dice la Cienciañ,10,en busqueda del bienestar: nque nos dice la ciencian
IIC101G,Inteligencia Artificial: Ciencia y Sociedad,10,inteligencia artificial: ciencia y sociedad
IIC102G,Inteligencia Artificial: Ciencia y Sociedad (IIC102G),10,inteligencia artificial: ciencia y sociedad (iic102g)
IIC103G,Herramientas y Agentes de Inteligencia Artificial,10,herramientas y agentes de inteligencia artificial
IIC104G,Inteligencia Artificial: Ciencia y Sociedad (IIC104G),10,inteligencia artificial: ciencia y sociedad (iic104g)
IIC1062,Introducción a las Aplicaciones Computacionales,10,introduccion a las aplicaciones computacionales
IIC1072,Hipermedios en la Transmisión del Conocimiento,10,hipermedios en la transmision del conocimiento
IIC1103,Introducción a la Programación,10,introduccion a la programacion
IIC1253,Matemáticas Discretas,10,matematicas discretas
IIC2001,Práctica de Ciencia de la Computación I,5,practica de ciencia de la computacion 1
IIC2002,Práctica de Ciencia de la Computación,10,practica de ciencia de la computacion
IIC2026,Visualización de Información,10,visualizacion de informacion
IIC2072,Taller de Producción de Hipermedios,10,taller de produccion de hipermedios
IIC2100,Taller de Herramientas Computacionales para Ingeniería,10,taller de herramientas computacionales para ingenieria
IIC2113,Diseño Detallado de Software,10,diseno detallado de software
IIC2115,Programación Como Herramienta para la Ingeniería,10,programacion como herramienta para la ingenieria
IIC2121,Tópicos de Redes de Datos,10,topicos de redes de datos
IIC2122,Arquitectura de Software Aplicada,10,arquitectura de software aplicada
IIC2132,Estructura y Representación de Datos,10,estructura y representacion de datos
IIC2133,Estructuras de Datos y Algoritmos,10,estructuras de datos y algoritmos
IIC2143,Ingeniería de Software,10,ingenieria de software
IIC2144,Desarrollo Disciplinado de Software,10,desarrollo disciplinado de software
IIC2152,Taller Ingeniería de Software,10,taller ingenieria de software
IIC2153,Taller: Proyecto de Especialidad,10,taller: proyecto de especialidad
IIC2154,Proyecto de Especialidad,10,proyecto de especialidad
IIC2162,Estrategias de Desarrollo de Software,10,estrategias de desarrollo de software
IIC2164,Proyecto de Innovación y Computación,10,proyecto de innovacion y computacion
IIC2173,Arquitectura de Sistemas de Software,10,arquitectura de sistemas de software
IIC2182,Interfaces y Experiencia de Usuarios,10,interfaces y experiencia de usuarios
IIC2212,Lógica para Ciencias de la Computación,10,logica para ciencias de la computacion
IIC2213,Lógica para Ciencias de la Computación (IIC2213),10,logica para ciencias de la computacion (iic2213)
IIC2214,Teoría de la Computación,10,teoria de la computacion
IIC2222,Teoría de Automatas y Lenguajes Formales,10,teoria de automatas y lenguajes formales
IIC2223,Teoría de Automatas y Lenguajes Formales (IIC2223),10,teoria de automatas y lenguajes formales (iic2223)
IIC2224,Automatas y Compiladores,10,automatas y compiladores
IIC2233,Programación Avanzada,10,programacion avanzada
IIC2253,Introducción a la Computación Cuántica,10,introduccion a la computacion cuantica
IIC2283,Diseño y Análisis de Algoritmos,10,diseno y analisis de algoritmos
IIC2293,Algoritmos Avanzados,10,algoritmos avanzados
IIC2322,Construcción de Compiladores,10,construccion de compiladores
IIC2323,Construcción de Compiladores (IIC2323),10,construccion de compiladores (iic2323)
IIC2332,Sistemas Operativos,10,sistemas operativos
IIC2333,Sistemas Operativos y Redes,10,sistemas operativos y redes
IIC2343,Arquitectura de Computadores,10,arquitectura de computadores
IIC2344,Laboratorio de Arquitectura de Computadores,10,laboratorio de arquitectura de computadores
IIC2345,Laboratorio de Arquitectura de Computadores (IIC2345),10,laboratorio de arquitectura de computadores (iic2345)
IIC2413,Bases de Datos,10,bases de datos
IIC2422,Tecnología de Bases de Datos I,10,tecnologia de bases de datos 1
IIC2432,Minería de Datos,10,mineria de datos
IIC2440,Procesamiento de Datos Masivos,10,procesamiento de datos masivos
IIC2512,Redes de Computadores,10,redes de computadores
IIC2513,Tecnologías y Aplicaciones Web,10,tecnologias y aplicaciones web
IIC2515,Taller de Desarrollo de Aplicaciones Web,10,taller de desarrollo de aplicaciones web
IIC2521,Fundamentos de Seguridad Informática,10,fundamentos de seguridad informatica
IIC2522,Taller de Seguridad Informática,10,taller de seguridad informatica
IIC2523,Sistemas Distribuidos,10,sistemas distribuidos
IIC2531,Seguridad Computacional,10,seguridad computacional
IIC2533,Métodos Analiticos Avanzados,10,metodos analiticos avanzados
IIC2552,Taller de Programación Avanzada,5,taller de programacion avanzada
IIC2553,Taller de Programación Competitiva II,5,taller de programacion competitiva 2
IIC2560,Fundamentos de Lenguajes de Programación,10,fundamentos de lenguajes de programacion
IIC2562,Taller de Programación II,5,taller de programacion 2
IIC2572,Desarrollo de Aplicaciones para Telefonos Moviles en J2me,10,desarrollo de aplicaciones para telefonos moviles en j2me
IIC2613,Inteligencia Artificial,10,inteligencia artificial
IIC2622,Taller de Inteligencia Artificial,10,taller de inteligencia artificial
IIC2632,Computación Evolutiva,10,computacion evolutiva
IIC2642,Computación Emergente,10,computacion emergente
IIC2685,Robótica Movil,10,robotica movil
IIC2713,Sistemas de Información,10,sistemas de informacion
IIC2714,Fundamentos de Procesamiento de Imagenes (IIC2714),10,fundamentos de procesamiento de imagenes (iic2714)
IIC2722,Taller Tecnología de la Información,10,taller tecnologia de la informacion
IIC2732,Modelos de Procesos y Datos,10,modelos de procesos y datos
IIC2733,Modelos de Procesos,10,modelos de procesos
IIC2734,Taller de Automatización de Procesos de Negocio,10,taller de automatizacion de procesos de negocio
IIC2742,Arquitectura de Sistemas de Información,10,arquitectura de sistemas de informacion
IIC2752,Estrategia y Tecnologías de Información,10,estrategia y tecnologias de informacion
IIC2763,Adopción de Tecnologías de Información,10,adopcion de tecnologias de informacion
IIC2764,"Conocimiento, Cultura y Tecnología",10,"conocimiento, cultura y tecnologia"
IIC2772,Análisis de Información en Educación,10,analisis de informacion en educacion
IIC2810,Aspectos Psicológicos para la Gestión de Proyectos,10,aspectos psicologicos para la gestion de proyectos
IIC2815,Taller de Emprendimientos Con Software,10,taller de emprendimientos con software
IIC2912,Gráfica Computacional,10,grafica computacional
IIC2914,Animación por Computadora,10,animacion por computadora
IIC2972,Trabajo Personal Dirigido (IIC2972),5,trabajo personal dirigido (iic2972)
IIC2981,Trabajo Personal Dirigido (IIC2981),5,trabajo personal dirigido (iic2981)
IIC2985,Investigación o Proyecto (IIC2985),10,investigacion o proyecto (iic2985)
IIC2986,Investigación o Proyecto (IIC2986),10,investigacion o proyecto (iic2986)
IIC2987,Investigación o Proyecto (IIC2987),10,investigacion o proyecto (iic2987)
IIC2988,Investigación o Proyecto (Optativo de Titulación) (IIC2988),10,investigacion o proyecto (optativo de titulacion) (iic2988)
IIC2993,Investigación o Proyecto (IIC2993),10,investigacion o proyecto (iic2993)
IIE2011,Metodologías de Investigación en Ingeniería,10,metodologias de investigacion en ingenieria
IIE2012,Diseño de Propuestas de Investigación,10,diseno de propuestas de investigacion
IIQ0020,Investigación o Proyecto (IIQ0020),20,investigacion o proyecto (iiq0020)
IIQ1001,Introducción a la Ingeniería Química,10,introduccion a la ingenieria quimica
IIQ1012,Fisico Química,10,fisico quimica
IIQ102E,Thermodynamics,10,thermodynamics
IIQ103H,Termodinámica Honors,10,termodinamica honors
IIQ1112,Procesos Químicos I,10,procesos quimicos 1
IIQ1210,Introducción Operaciones Unitarias I,8,introduccion operaciones unitarias 1
IIQ1220,Introducción Operaciones Unitarias II,8,introduccion operaciones unitarias 2
IIQ1270,Laboratorio Introducción Operaciones Unitarias,8,laboratorio introduccion operaciones unitarias
IIQ1603,Introducción a la Ciencia de los Alimentos,10,introduccion a la ciencia de los alimentos
IIQ2003,Fenómenos de Transporte,10,fenomenos de transporte
IIQ2013,Operaciones Unitarias I,10,operaciones unitarias 1
IIQ2023,Operaciones Unitarias II,10,operaciones unitarias 2
IIQ2032,Operaciones Unitarias III,10,operaciones unitarias 3
IIQ2043,Fisicoquímica,10,fisicoquimica
IIQ2102,Mecánica de Fluidos y Transferencia de Masa,10,mecanica de fluidos y transferencia de masa
IIQ2113,Diseño de Reactores,10,diseno de reactores
IIQ2122,Diseño Mecánico de Equipos,10,diseno mecanico de equipos
IIQ2133,Procesos Químicos,10,procesos quimicos
IIQ2142,Principios de la Producción Limpia e Ingeniería Ambiental,10,principios de la produccion limpia e ingenieria ambiental
IIQ2143,Implementación de Practicas de Ingeniería para el Desarrollo Sostenible,10,implementacion de practicas de ingenieria para el desarrollo sostenible
IIQ2243,Diseño de Procesos Químicos (Capstone),10,diseno de procesos quimicos (capstone)
IIQ2272,Laboratorio de Ingeniería Química,10,laboratorio de ingenieria quimica
IIQ2302,Matemática Aplicadas a la Ingeniería de Procesos,10,matematica aplicadas a la ingenieria de procesos
IIQ2303,Matemática Aplicada a la Ingeniería de Procesos,10,matematica aplicada a la ingenieria de procesos
IIQ2313,Dinámica y Control de Procesos,10,dinamica y control de procesos
IIQ2322,Control e Instrumentación de Procesos Industriales,10,control e instrumentacion de procesos industriales
IIQ2343,Contaminación Atmosférica,10,contaminacion atmosferica
IIQ2363,Residuos Sólidos y Peligrosos,10,residuos solidos y peligrosos
IIQ2372,Diseño de Sistemas de Biorremediación de Suelos,10,diseno de sistemas de biorremediacion de suelos
IIQ2422,Energía I,10,energia 1
IIQ2423,Energía I (IIQ2423),10,energia 1 (iiq2423)
IIQ2503,Bioenergia Aplicada,10,bioenergia aplicada
IIQ2603,Ciencia de los Alimentos,10,ciencia de los alimentos
IIQ2612,Tecnología de Alimentos (IIQ2612),10,tecnologia de alimentos (iiq2612)
IIQ2622,Control de Calidad de Alimentos (IIQ2622),10,control de calidad de alimentos (iiq2622)
IIQ2623,Microbiología e Higiene de Alimentos,10,microbiologia e higiene de alimentos
IIQ2632,Bioquímica de Alimentos,10,bioquimica de alimentos
IIQ2633,Química y Análisis de Alimentos,10,quimica y analisis de alimentos
IIQ2642,Procesamiento de Alimentos,10,procesamiento de alimentos
IIQ2652,Microbiología de Alimentos (IIQ2652),10,microbiologia de alimentos (iiq2652)
IIQ2663,Fundamentos de Biotecnología,10,fundamentos de biotecnologia
IIQ2673,Bioseparaciones,10,bioseparaciones
IIQ2683,Biotecnología Microbiana,10,biotecnologia microbiana
IIQ2693,Biotecnología Molecular,10,biotecnologia molecular
IIQ2703,Procesos Hidrometalurgicos,10,procesos hidrometalurgicos
IIQ2723,Ingeniería de Alimentos,10,ingenieria de alimentos
IIQ2772,Laboratorio de Ingeniería Química (IIQ2772),10,laboratorio de ingenieria quimica (iiq2772)
IIQ2903,Taller de Creatividad e Innovación,10,taller de creatividad e innovacion
IIQ2913,Taller de Emprendimiento,10,taller de emprendimiento
IIQ2914,Creativity and Innovation,10,creativity and innovation
IIQ2930,Introducción a la Ingeniería Gastronomica,10,introduccion a la ingenieria gastronomica
IIQ2972,Trabajo Personal Dirigido (IIQ2972),5,trabajo personal dirigido (iiq2972)
IIQ2981,Trabajo Personal Dirigido (IIQ2981),5,trabajo personal dirigido (iiq2981)
IIQ2985,Investigación o Proyecto (IIQ2985),10,investigacion o proyecto (iiq2985)
IIQ2986,Investigación o Proyecto (IIQ2986),10,investigacion o proyecto (iiq2986)
IIQ2987,Investigación o Proyecto (IIQ2987),10,investigacion o proyecto (iiq2987)
IIQ2988,Investigación o Proyecto (Optativo de Titulación) (IIQ2988),10,investigacion o proyecto (optativo de titulacion) (iiq2988)
ILB1002,Lengua Española II,8,lengua espanola 2
ILB1203,Lingüística del Discurso,8,linguistica del discurso
ILB1204,Lengua Latina,8,lengua latina
ILB1211,Gramática Española II,8,gramatica espanola 2
ILB1212,Lingüística General I,8,linguistica general 1
ILB1213,Gramática Española III,8,gramatica espanola 3
ILB1214,Lingüística General II,8,linguistica general 2
ILB1215,Lingüística del Discurso (ILB1215),8,linguistica del discurso (ilb1215)
ILB1301,Introducción a la Literatura,8,introduccion a la literatura
ILB1305,Literatura General Moderna y Contemporánea,8,literatura general moderna y contemporanea
ILB1310,Introducción a la Literatura (ILB1310),8,introduccion a la literatura (ilb1310)
ILB1314,Teoría Literaria II,8,teoria literaria 2
ILB1315,Literatura General Moderna y Contemporánea (ILB1315),8,literatura general moderna y contemporanea (ilb1315)
ILB1316,Textos Literarios Hispanoamericanos,8,textos literarios hispanoamericanos
ILB1702,Lengua Inglesa II,10,lengua inglesa 2
ILB1703,Lengua Inglesa III,10,lengua inglesa 3
ILB1704,Lengua Inglesa IV,10,lengua inglesa 4
ILD2004,Semantica Española,8,semantica espanola
ILD2020,Lengua Latina (ILD2020),8,lengua latina (ild2020)
ILD2021,Textos Latinos I,8,textos latinos 1
ILD2022,Textos Latinos II,8,textos latinos 2
ILD2041,Literatura Española I,8,literatura espanola 1
ILD2042,Literatura Española II,8,literatura espanola 2
ILD2043,Literatura Española III,8,literatura espanola 3
ILD2044,Literatura Española II (ILD2044),10,literatura espanola 2 (ild2044)
ILD2050,Gramática para Textos,8,gramatica para textos
ILD2051,Fonética y Fonología Española,8,fonetica y fonologia espanola
ILD2052,Historia de la Lengua Española,8,historia de la lengua espanola
ILD2061,Narrativa Chilena e Hispanoamericana,8,narrativa chilena e hispanoamericana
ILD2062,Teatro Chileno e Hispanoamericano,8,teatro chileno e hispanoamericano
ILD2063,Poesia Chilena e Hispanoamericana,8,poesia chilena e hispanoamericana
ILD2064,Ensayo Chileno e Hispanoamericano,8,ensayo chileno e hispanoamericano
ILD2065,Teatro Chileno e Hispanoamericano (ILD2065),10,teatro chileno e hispanoamericano (ild2065)
ILD2066,Ensayo Chileno e Hispanoamericano (ILD2066),10,ensayo chileno e hispanoamericano (ild2066)
ILD2090,Seminario (ILD2090),25,seminario (ild2090)
ILD2701,Lengua y Civilización Inglesa I,10,lengua y civilizacion inglesa 1
ILD2702,Lengua y Civilización Inglesa II,10,lengua y civilizacion inglesa 2
ILD2703,Lengua y Civilización Inglesa III,10,lengua y civilizacion inglesa 3
ILD2704,Lengua y Civilización Inglesa IV,10,lengua y civilizacion inglesa 4
ILD2711,Textos Ingleses I,8,textos ingleses 1
ILD2712,Textos Ingleses II,8,textos ingleses 2
ILD2721,Fonética y Fonología Inglesa I,8,fonetica y fonologia inglesa 1
ILD2722,Fonética y Fonología Inglesa II,8,fonetica y fonologia inglesa 2
ILD2723,Gramática Sincrónica Inglesa I,8,gramatica sincronica inglesa 1
ILD2724,Gramática Sincrónica Inglesa II,8,gramatica sincronica inglesa 2
ILD2731,Teatro (Drama),8,teatro (drama)
ILD2732,Narrativa (Narrative),8,narrativa (narrative)
ILD2733,Renacimiento (Renaissance),8,renacimiento (renaissance)
ILD2734,Lirica (Poetry),8,lirica (poetry)
ILD2735,Literatura Inglesa I (Narrativa Moderna y Contemporánea),8,literatura inglesa 1 (narrativa moderna y contemporanea)
ILD2736,Literatura Inglesa II (Ensayo Moderno y Contemporáneo),8,literatura inglesa 2 (ensayo moderno y contemporaneo)
ILD2790,Seminario (ILD2790),25,seminario (ild2790)
ILE1210,Gramática Española,12,gramatica espanola
ILE1215,Lingüística del Discurso (ILE1215),10,linguistica del discurso (ile1215)
ILE1317,Análisis e Interpretación Literaria,12,analisis e interpretacion literaria
ILF1001,Literatura Chilena,8,literatura chilena
ILF1002,Español Literatura,10,espanol literatura
ILG1001,Fgh Literatura Fantastica,5,fgh literatura fantastica
ILG1003,Fgh Camus y Su Visión de Hombre,5,fgh camus y su vision de hombre
ILG1111,Fgh Lengua y Cultura Japonesa I,5,fgh lengua y cultura japonesa 1
ILG1117,Fgh el Cuento Hispanoamericano Comteporaneo,5,fgh el cuento hispanoamericano comteporaneo
ILG1118,Fgh Nietzsche en la Cultura Alemana,5,fgh nietzsche en la cultura alemana
ILG1120,Fgh la Mujer S XX en Japon-Lat,5,fgh la mujer s xx en japon-lat
ILG1121,Fgh 4 Novelistas Fundamentales,5,fgh 4 novelistas fundamentales
ILG1122,Fgh Literatura y Cultura Francesa,5,fgh literatura y cultura francesa
ILG1123,Fgh el Hombre Medida de la Realidad Luces Sombras del Renacimeinto Italiano,5,fgh el hombre medida de la realidad luces sombras del renacimeinto italiano
ILG1125,Fgh Borges: el Eterno Infinito,5,fgh borges: el eterno infinito
ILG1126,Fgh Narrativa del Boom Hispanoamericano,5,fgh narrativa del boom hispanoamericano
ILG1127,Fgh Novela Chilena: J Donoso,5,fgh novela chilena: j donoso
ILG1128,Fgh Dante y la Divina Comedia,5,fgh dante y la divina comedia
ILG1129,Fgh Narrativa Detectivesca y Verdad,5,fgh narrativa detectivesca y verdad
ILG1131,Fgh Pavese y Pasolini:Entre Absoluto y Negación,5,fgh pavese y pasolini:entre absoluto y negacion
ILG1181,Fgm Taller Comunic Intercultural,8,fgm taller comunic intercultural
ILG1260,Iniciación Literaria,4,iniciacion literaria
ILG1281,Fgh Taller de Comunicación Intercultural,8,fgh taller de comunicacion intercultural
ILG2531,Latín-Teología I,8,latin-teologia 1
ILG2532,Latín-Teología II,4,latin-teologia 2
ILH1110,Introducción a la Lingüística,10,introduccion a la linguistica
ILH1111,Gramática Española I,10,gramatica espanola 1
ILH1113,Gramática Española III (ILH1113),10,gramatica espanola 3 (ilh1113)
ILH1115,Fonética y Fonología Española (ILH1115),10,fonetica y fonologia espanola (ilh1115)
ILH1116,Lengua Latina (ILH1116),8,lengua latina (ilh1116)
ILH1117,Textos Latinos I (ILH1117),8,textos latinos 1 (ilh1117)
ILH1118,Textos Latinos II (ILH1118),8,textos latinos 2 (ilh1118)
ILH1119,Historia de la Lengua Española (ILH1119),8,historia de la lengua espanola (ilh1119)
ILH1120,Lingüística del Texto,8,linguistica del texto
ILH1121,Pragmática,8,pragmatica
ILH1122,Análisis del Discurso,10,analisis del discurso
ILH1123,Español de Chile,10,espanol de chile
ILH1210,Introducción a la Literatura (ILH1210),10,introduccion a la literatura (ilh1210)
ILH1211,Literatura General Antigua,10,literatura general antigua
ILH1212,Teoría Literaria I,10,teoria literaria 1
ILH1213,Teoría Literaria II (ILH1213),10,teoria literaria 2 (ilh1213)
ILH1214,Literatura General Medieval y Clásica,10,literatura general medieval y clasica
ILH1215,Literatura General Moderna y Contemporánea (ILH1215),10,literatura general moderna y contemporanea (ilh1215)
ILH1216,Análisis de Textos Literarios Hispanoamericanos,8,analisis de textos literarios hispanoamericanos
ILH1217,Narrativa Chilena e Hispanoamericana (ILH1217),10,narrativa chilena e hispanoamericana (ilh1217)
ILH1218,Teatro Chileno e Hispanoamericano (ILH1218),10,teatro chileno e hispanoamericano (ilh1218)
ILH1219,Poesia Chilena e Hispanoamericana (ILH1219),10,poesia chilena e hispanoamericana (ilh1219)
ILH1220,Ensayo Chileno e Hispanoamericano (ILH1220),8,ensayo chileno e hispanoamericano (ilh1220)
ILH1221,Literatura Española I (ILH1221),10,literatura espanola 1 (ilh1221)
ILH1222,Literatura Española II (ILH1222),10,literatura espanola 2 (ilh1222)
ILH1223,Literatura Española III (ILH1223),10,literatura espanola 3 (ilh1223)
ILH1315,Seminario (ILH1315),10,seminario (ilh1315)
ILI1710,Developing Linguistic Skills,10,developing linguistic skills
ILI1711,English Language I,10,english language 1
ILI1712,English Language II,10,english language 2
ILI1713,English Language III,10,english language 3
ILI1714,English Language IV,10,english language 4
ILI1715,Culture and Civilization,10,culture and civilization
ILI1720,General Linguistics,10,general linguistics
ILI1721,Applied Grammar I,10,applied grammar 1
ILI1722,Applied Grammar II,10,applied grammar 2
ILI1723,Applied Linguistics,8,applied linguistics
ILI1724,Synchronic Grammar I,8,synchronic grammar 1
ILI1725,Current Trends in Applied Linguistics,8,current trends in applied linguistics
ILI1726,Synchronic Grammar II,8,synchronic grammar 2
ILI1727,English Phonetics and Phonology I,10,english phonetics and phonology 1
ILI1728,English Phonetics and Phonology II,10,english phonetics and phonology 2
ILI1729,Discourse Analysis,8,discourse analysis
ILI1730,Textual Analysis and Production,8,textual analysis and production
ILI1731,Contrastive Analysis,8,contrastive analysis
ILI1741,Contemporary Literature Theory,10,contemporary literature theory
ILI1742,Approaches to Literature,8,approaches to literature
ILI1743,Literary Research Methods,8,literary research methods
ILI1744,Classical and Medieval Literature,10,classical and medieval literature
ILI1745,Drama,10,drama
ILI1746,The English Novel,8,the english novel
ILI1747,Short Story,8,short story
ILI1748,Contemporary Narrative,8,contemporary narrative
ILI1749,Shakespeare,8,shakespeare
ILI1750,Modern Contemporary Poetry,8,modern contemporary poetry
ILI1751,Essay,8,essay
ILL0001,Gtw Literatura Latinoamericana,10,gtw literatura latinoamericana
ILL001,Convenio Puc-Wisconsin,1,convenio puc-wisconsin
ILL002,Convenio Puc-Ites Monterrey,1,convenio puc-ites monterrey
ILL1117,Cb Lengua Alemana III,10,cb lengua alemana 3
ILL1119,Cb Lengua Alemana V,8,cb lengua alemana 5
ILL1164,Cb Composición Alemana IV,8,cb composicion alemana 4
ILL2055,Grandes Figuras Literatura Universal,8,grandes figuras literatura universal
ILL2056,Grandes Figuras de la Literatura Hispanoamericana,8,grandes figuras de la literatura hispanoamericana
ILL2057,Literatura Hispanoamericana Siglo XX,8,literatura hispanoamericana siglo xx
ILL2222,Cb Gramática Sincrónica Española II,8,cb gramatica sincronica espanola 2
ILL2223,Cb Gramática Sincrónica Española III,8,cb gramatica sincronica espanola 3
ILL2230,Cb Análisis Lingüístico,8,cb analisis linguistico
ILL2240,Cb Gramática Diacrónica Española,8,cb gramatica diacronica espanola
ILL2252,Cb Latín II,8,cb latin 2
ILL2253,Cb Latín III,8,cb latin 3
ILL2261,Cb Narrativa Chilena e Hispanoamericana I,8,cb narrativa chilena e hispanoamericana 1
ILL2262,Narrativa Chilena e Hispanoamericana II,8,narrativa chilena e hispanoamericana 2
ILL2353,Cb Literatura Española Clásica I,8,cb literatura espanola clasica 1
ILL2354,Cb Literatura Española Clásica II,8,cb literatura espanola clasica 2
ILL2356,Cb Literatura Española Moderna y Contemporánea II,8,cb literatura espanola moderna y contemporanea 2
ILL2470,Cb Análisis Lingüístico Contrastivo Fraces-Español,8,cb analisis linguistico contrastivo fraces-espanol
ILL2479,Cb Lit V: Le Xxeme Siecle,8,cb lit v: le xxeme siecle
